request_id,timestamp,endpoint,method,status_code,response_time_ms,user_agent
1fc299ca-02f0-45d6-b1a0-70dcdc175ae5,2024-12-12 07:43:05,/api/v1/products,DELETE,200,867,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/16.1g6891.0 Mobile/69W398 Safari/531.2"
2582f182-c70a-443b-a630-355b888bbd57,2024-12-27 14:47:51,/api/v1/products,DELETE,200,1420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_8) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/16.0.841.0 Safari/536.1"
77b519df-9081-412b-b601-69a11b784166,2025-12-05 14:39:00,/api/v1/auth/login,POST,401,833,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.1)
8d5e4ce3-4201-4c8e-9bb3-9361915c39df,2025-07-21 20:48:23,/api/v1/products,PATCH,200,1421,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.1)
7be1673c-297c-41e3-8830-fab758381f12,2025-01-09 07:42:27,/api/v1/user/profile,DELETE,200,256,"Mozilla/5.0 (Windows 98) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/30.0.807.0 Safari/532.1"
f91a323e-6968-4bc0-9c32-2d1b215958e8,2024-11-11 22:31:34,/api/v1/auth/login,DELETE,404,1558,Opera/9.77.(X11; Linux i686; nb-NO) Presto/2.9.186 Version/10.00
4ccca410-5591-4098-a628-921d6e48065e,2025-03-22 13:06:07,/api/v1/products,PUT,200,1136,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8 rv:3.0; yo-NG) AppleWebKit/532.17.1 (KHTML, like Gecko) Version/4.0 Safari/532.17.1"
cdf79451-b3b9-4660-8bee-062de27d56ae,2026-02-22 23:21:26,/api/v1/products,PATCH,502,2743,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.0)
c1195a02-d6a0-47ce-84b8-90f38fc05be8,2024-01-25 19:57:30,/api/v1/auth/login,POST,404,69,Mozilla/5.0 (Android 2.0.1; Mobile; rv:34.0) Gecko/34.0 Firefox/34.0
296b6565-1ad8-4955-a50c-7e4b5ee3df6f,2025-04-06 19:08:51,/api/v1/orders,GET,200,143,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/35.0.817.0 Safari/535.0"
b1e46252-a1f6-4ebd-b884-8e800e19989a,2025-01-29 22:07:38,/api/v1/user/profile,DELETE,200,1858,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; tg-TJ) AppleWebKit/535.3.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6535.3.1"
0228037c-9dca-4cb5-9978-4dbd392c86d8,2025-01-17 16:39:01,/api/v1/orders,DELETE,200,854,Opera/8.30.(Windows NT 5.2; bo-IN) Presto/2.9.178 Version/10.00
328dc13c-e839-46b6-9b44-a34d81e9af55,2024-04-05 12:14:11,/api/v1/cart,POST,201,111,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/17.0.803.0 Mobile/33I699 Safari/532.2"
b6b545ae-eec3-4cd1-b924-aac9c057c3a9,2024-12-30 12:57:01,/api/v1/user/profile,POST,200,654,Opera/8.30.(Windows NT 6.2; ro-RO) Presto/2.9.165 Version/12.00
8d3b348a-368c-40dd-9849-94838208ecdd,2025-06-11 05:20:14,/api/v1/cart,POST,201,1837,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.1)
67e5a3b5-8ee5-4988-a4b8-03f040278f5b,2024-07-27 01:01:34,/api/v1/user/profile,POST,200,1266,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1 rv:3.0; bo-IN) AppleWebKit/532.49.1 (KHTML, like Gecko) Version/4.0.2 Safari/532.49.1"
28a36b45-1734-4f90-9338-9f87883bb0a1,2025-08-03 23:33:34,/api/v1/cart,DELETE,400,349,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.0)
d4d37410-9d8e-4948-9f43-79ea86310007,2024-04-02 17:36:30,/api/v1/orders,PUT,201,577,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.1)
a4cbcaa3-42a5-4db6-b922-430d41bb8c04,2024-08-24 19:29:52,/api/v1/products,GET,200,1210,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.0)
d20de355-da96-478f-babb-0251550263d9,2024-04-10 07:00:14,/api/v1/user/profile,GET,200,868,Opera/8.41.(X11; Linux x86_64; ku-TR) Presto/2.9.190 Version/11.00
0c3b2699-7ddf-4fe0-929e-84c6ed610b33,2026-01-17 08:59:40,/api/v1/orders,PATCH,201,177,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1)
665d17ae-40f5-4ffd-bae7-ed9f4693713a,2025-03-26 10:02:42,/api/v1/auth/login,POST,400,29,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7 rv:2.0; as-IN) AppleWebKit/531.8.5 (KHTML, like Gecko) Version/4.1 Safari/531.8.5"
a0401b50-6e2d-4ba3-920a-02ebd6ab4b61,2025-10-13 07:32:55,/api/v1/user/profile,GET,200,1206,Opera/8.13.(Windows NT 11.0; bem-ZM) Presto/2.9.184 Version/10.00
f7eac3a7-4fbe-4dd5-bcc2-477c7645a846,2024-07-13 08:37:37,/api/v1/cart,POST,200,1700,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/22.0.898.0 Safari/536.2"
1c85b214-6e3f-4816-a87e-4e7a129526e8,2026-01-29 11:20:47,/api/v1/user/profile,PUT,200,566,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/34.0.804.0 Mobile/65U773 Safari/536.2"
29c4aa72-40ab-44b9-aa5f-8cab3941cec3,2025-08-11 20:57:49,/api/v1/user/profile,GET,502,4372,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/16.4j9395.0 Mobile/74S116 Safari/534.0"
e5a725db-9abc-40bd-a106-b348bf68e1a1,2024-09-19 17:10:54,/api/v1/user/profile,PUT,400,1060,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/19.0.880.0 Safari/536.0"
a7316093-1e8d-4530-ae59-71dadc61483b,2025-09-08 12:19:46,/api/v1/user/profile,POST,201,751,"Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/24.0.846.0 Safari/531.2"
798487c5-068f-46d5-8620-211d8f6221f6,2024-06-15 04:04:54,/api/v1/auth/login,GET,200,834,Opera/8.44.(X11; Linux i686; ber-MA) Presto/2.9.168 Version/10.00
31285044-6a9e-4ed5-8264-e6d1b48294ae,2024-05-02 16:29:48,/api/v1/orders,DELETE,503,3948,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.1)
36328d0f-b726-4dad-97ce-4269a5ea645a,2024-01-29 14:36:47,/api/v1/orders,DELETE,200,1183,"Mozilla/5.0 (iPad; CPU iPad OS 17_4 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/14.4w6368.0 Mobile/37T314 Safari/534.0"
4374e228-665c-4678-8b53-6ca347a81cf5,2025-05-29 18:18:28,/api/v1/orders,PUT,201,1749,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/46.0.863.0 Safari/535.1"
fd778a5f-81c5-4a41-869f-5759bd699e0b,2024-06-09 20:19:15,/api/v1/user/profile,PUT,200,1831,Mozilla/5.0 (Android 2.2.3; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0
22c2df2e-6e08-4b10-a934-2554551e27e6,2024-01-13 23:57:19,/api/v1/products,GET,400,685,Opera/9.30.(X11; Linux i686; cmn-TW) Presto/2.9.169 Version/12.00
bb02cce2-668e-4476-837c-c22e4ec88a07,2025-02-28 12:18:41,/api/v1/orders,PATCH,200,298,Opera/8.51.(Windows NT 6.2; lb-LU) Presto/2.9.187 Version/12.00
0581b88b-fcef-4e6f-a685-b15f095eb570,2025-10-16 07:16:36,/api/v1/user/profile,DELETE,200,1538,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/24.0.890.0 Mobile/46Z880 Safari/536.1"
5eeb61cd-6927-44f4-9b7e-2ad0d5ae5b6a,2024-04-28 13:22:15,/api/v1/auth/login,PATCH,200,1972,Mozilla/5.0 (Windows NT 10.0; sd-IN; rv:1.9.1.20) Gecko/5905-10-12 05:41:21.870102 Firefox/14.0
5f93bc4d-77b9-4076-9c3e-2e32c4525a86,2024-11-06 12:00:06,/api/v1/auth/login,PATCH,201,916,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0)
5ab26408-58ca-43e8-8945-cd31129cdecd,2024-03-18 07:42:53,/api/v1/cart,GET,401,1023,Opera/8.58.(X11; Linux i686; ky-KG) Presto/2.9.171 Version/12.00
e467e66a-a36f-4944-b5a6-81d448cd7cda,2024-03-26 07:41:30,/api/v1/products,POST,200,848,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; rw-RW) AppleWebKit/531.30.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.30.4"
5f694f8f-0f4b-43b1-a9d7-846729337ba3,2026-02-25 05:41:35,/api/v1/user/profile,PATCH,200,78,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/20.0.859.0 Safari/536.1"
1057d2d2-f9e8-451b-a062-3b4b38ac2118,2024-06-09 11:09:42,/api/v1/cart,POST,502,1284,Opera/9.43.(X11; Linux x86_64; ts-ZA) Presto/2.9.177 Version/12.00
13166c9f-9906-455f-a03b-490ee7ae415c,2024-08-31 20:20:26,/api/v1/user/profile,GET,200,1477,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_8 rv:5.0; mi-NZ) AppleWebKit/533.15.3 (KHTML, like Gecko) Version/4.0.5 Safari/533.15.3"
eabe0c02-25d6-4e34-9643-398b22fa3d51,2024-11-11 18:48:34,/api/v1/orders,DELETE,200,723,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3 rv:2.0; fr-CH) AppleWebKit/534.23.4 (KHTML, like Gecko) Version/5.0.1 Safari/534.23.4"
5d8d7cc4-1b5e-426e-a2e8-d52db3dce0fc,2024-07-16 20:58:27,/api/v1/auth/login,DELETE,200,285,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ml-IN) AppleWebKit/532.37.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.37.1"
5557be88-a84a-4eaa-9ca6-65fca3b625a2,2025-09-04 22:31:58,/api/v1/user/profile,GET,400,1692,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.1)
fe42cfc4-0346-48fd-ad35-cc6e357a3e58,2025-03-28 10:09:28,/api/v1/orders,DELETE,200,331,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.1)
c7c8139f-71c3-4c84-8df0-8c33358bd757,2026-02-09 10:04:56,/api/v1/orders,GET,201,768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/45.0.840.0 Safari/533.0"
04016174-9671-4c5f-abed-992fb138cb1b,2024-08-08 09:44:51,/api/v1/user/profile,POST,200,550,"Mozilla/5.0 (Linux; Android 1.6) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/16.0.851.0 Safari/534.2"
abe7c910-8d57-4241-a2de-122454f51f4a,2025-11-09 23:53:22,/api/v1/cart,PATCH,201,1754,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; brx-IN) AppleWebKit/534.20.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.20.4"
c224a673-8a9b-4f97-8c8c-753bfb39e0a0,2025-10-31 06:16:31,/api/v1/user/profile,GET,200,1319,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.0)
cf2fa0bd-aeb4-4f34-ab94-67f46bd95581,2024-02-09 07:07:28,/api/v1/orders,DELETE,400,571,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.0)
be39fe20-cabe-482f-8286-ba5ff45b607c,2025-08-18 14:57:20,/api/v1/user/profile,PATCH,400,169,Opera/9.66.(X11; Linux i686; the-NP) Presto/2.9.174 Version/11.00
34b61b7e-1023-4279-91ed-0c98001a9602,2024-09-28 01:16:41,/api/v1/cart,PUT,200,1359,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/21.0.862.0 Safari/531.1"
36169eba-47fe-4742-a9e1-ac27ccfef332,2025-02-10 06:01:36,/api/v1/products,GET,200,939,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8 rv:6.0; ts-ZA) AppleWebKit/532.32.1 (KHTML, like Gecko) Version/4.1 Safari/532.32.1"
074ef9da-f6f5-4d21-969f-966ed2da1cf8,2025-09-30 07:57:02,/api/v1/products,POST,200,1262,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; dv-MV) AppleWebKit/534.4.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.4.2"
46e8f365-910b-4928-8ebd-c817004791a3,2025-04-25 04:56:34,/api/v1/products,PATCH,200,831,Mozilla/5.0 (Android 4.0.2; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0
b5bba843-92a9-4a1e-9af2-046fae234943,2025-03-09 08:26:29,/api/v1/cart,PUT,200,684,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0 rv:6.0; de-BE) AppleWebKit/533.23.2 (KHTML, like Gecko) Version/5.1 Safari/533.23.2"
688c0a4f-84ce-4a4c-a40c-c833b4a3e55e,2024-04-05 08:32:14,/api/v1/cart,PATCH,200,286,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4525-05-28 00:43:05.864151 Firefox/8.0
92c8447a-ef01-4a42-a8cd-d5bcd746c4db,2024-08-02 02:27:18,/api/v1/cart,PUT,200,1607,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.16.5 (KHTML, like Gecko) Version/5.0.3 Safari/531.16.5"
37278c7d-aaca-453c-988d-9fa08eb1b724,2025-07-27 20:30:58,/api/v1/auth/login,POST,200,326,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0)
ecc4d2e9-e8ef-4c02-a711-36918246d4ef,2025-10-24 18:05:11,/api/v1/cart,GET,403,1393,Opera/8.20.(Windows 98; Win 9x 4.90; my-MM) Presto/2.9.174 Version/12.00
49febdae-ddfe-4e5b-8ded-4d0f7b9b9192,2024-11-21 18:05:41,/api/v1/auth/login,POST,200,364,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/57.0.833.0 Mobile/77X399 Safari/533.2"
cefe4530-cad3-4787-b318-bdc48280d226,2025-06-03 09:54:26,/api/v1/auth/login,PATCH,200,256,Mozilla/5.0 (Windows NT 6.1; da-DK; rv:1.9.0.20) Gecko/2998-10-23 01:26:42.759296 Firefox/8.0
55809713-bf51-4d1b-9f52-ae08b0a01e95,2026-02-01 07:14:05,/api/v1/orders,GET,401,699,Opera/8.83.(Windows NT 11.0; lg-UG) Presto/2.9.163 Version/11.00
460de8e3-7f8b-467f-84f1-4ed3705076fb,2024-09-28 18:23:57,/api/v1/products,DELETE,200,91,Opera/8.96.(X11; Linux i686; dv-MV) Presto/2.9.177 Version/11.00
94ec066a-3654-4e9b-96da-f766cd5af07d,2026-01-26 23:57:01,/api/v1/orders,POST,200,629,Opera/9.63.(Windows 95; et-EE) Presto/2.9.187 Version/11.00
12736a9c-b45e-41ce-b05f-9bea22201fa2,2024-08-07 17:48:51,/api/v1/user/profile,PUT,200,1219,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2; rv:1.9.3.20) Gecko/7571-03-01 11:07:34.972107 Firefox/3.8
63cf4d36-0b89-4f25-a4c2-b6b468d3e6fd,2024-05-26 22:32:21,/api/v1/auth/login,PUT,200,461,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; brx-IN) AppleWebKit/535.24.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6535.24.4"
795d0909-37d0-4572-9eb2-b73648ee2385,2025-12-03 10:42:41,/api/v1/orders,POST,200,108,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.33.7 (KHTML, like Gecko) Version/4.0 Safari/532.33.7"
7cb5ae75-22bd-47d6-bd22-dd50ea7146e3,2025-04-28 04:04:11,/api/v1/user/profile,POST,200,1746,Opera/8.65.(Windows NT 10.0; hi-IN) Presto/2.9.162 Version/12.00
aedcc720-f8a5-4d2d-a157-1331ad32127d,2025-11-24 15:33:50,/api/v1/auth/login,DELETE,201,1947,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.1)
ca32679b-2427-45a4-80b9-b7ace3a9c779,2024-10-07 23:44:07,/api/v1/auth/login,GET,200,252,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5 rv:3.0; bs-BA) AppleWebKit/531.31.2 (KHTML, like Gecko) Version/4.0 Safari/531.31.2"
693a80e9-5ea6-4cd6-a680-5c98d231ab40,2024-01-04 05:27:19,/api/v1/orders,PUT,204,34,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_7; rv:1.9.4.20) Gecko/3567-08-10 01:41:51.277397 Firefox/3.8
ac46b0c7-c241-4510-84d0-3217a52d4a7b,2024-02-24 09:42:52,/api/v1/products,DELETE,400,477,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0)
cc4565ff-a4b4-40be-a613-18c98b223e2c,2024-03-26 22:40:36,/api/v1/user/profile,PUT,400,1521,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/22.0.880.0 Safari/532.0"
4ed87d4c-07b7-4d80-8222-2b397272bd2c,2025-10-24 14:03:53,/api/v1/auth/login,GET,200,744,Opera/9.52.(Windows CE; ga-IE) Presto/2.9.160 Version/11.00
d0c0d72b-049a-41e8-913e-f345845b1a03,2024-12-08 08:19:48,/api/v1/cart,PATCH,200,474,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/30.0.899.0 Safari/535.2"
1268ed4d-820c-49a6-aec3-4e44103d1b8e,2026-02-25 16:47:53,/api/v1/cart,PUT,200,39,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1)
e23ad25f-4605-496c-bf28-48c03db1c6ba,2026-01-07 11:01:12,/api/v1/orders,GET,204,396,Opera/8.95.(X11; Linux i686; om-KE) Presto/2.9.184 Version/11.00
3ac7a337-2582-4c5d-9ba0-f558746fc1fb,2025-09-13 19:30:52,/api/v1/cart,PUT,200,420,Opera/9.70.(X11; Linux x86_64; bg-BG) Presto/2.9.183 Version/10.00
bcc5cdbc-5869-4a2e-99ce-0128a2a32af7,2024-01-10 02:29:56,/api/v1/cart,PATCH,401,30,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/22.0.857.0 Safari/535.2"
3346cdfd-3e7b-4205-b4dc-f702ef51ef0d,2024-05-22 15:13:02,/api/v1/cart,PATCH,200,1697,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/9737-07-13 03:28:12.512970 Firefox/10.0
0235f255-acf7-47cd-a2d0-d2eb06dbe314,2025-07-11 12:23:23,/api/v1/user/profile,PUT,400,1897,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.0)
97883b87-cd11-4cb3-ae40-26a9e68b5e86,2024-07-14 09:58:47,/api/v1/auth/login,DELETE,404,1519,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/49.0.896.0 Safari/536.0"
25c4609b-db45-4099-a2b7-2cdff374ece9,2025-09-30 20:54:16,/api/v1/cart,PUT,400,19,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/19.0.883.0 Safari/535.2"
c9a9727b-a099-4f7f-b42f-feb384aee168,2025-12-07 03:16:33,/api/v1/products,GET,200,302,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0)
533ec351-d484-4ba2-8f85-93a06120b083,2026-02-20 04:21:22,/api/v1/user/profile,GET,403,1660,Opera/8.34.(Windows NT 5.1; om-KE) Presto/2.9.161 Version/12.00
43175fa2-4464-4f24-9b19-5a76c2739c70,2024-05-19 14:06:53,/api/v1/products,DELETE,201,1569,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9 rv:6.0; tcy-IN) AppleWebKit/531.50.1 (KHTML, like Gecko) Version/5.0 Safari/531.50.1"
24244dc3-a092-4d6a-8a67-5b16764e5074,2024-05-18 04:11:02,/api/v1/user/profile,GET,200,953,Opera/9.34.(X11; Linux i686; lg-UG) Presto/2.9.179 Version/10.00
9ff9b2aa-189c-412f-bfaa-c7a604038cd6,2025-06-01 15:24:23,/api/v1/products,PATCH,401,957,Opera/9.14.(Windows NT 5.0; ca-AD) Presto/2.9.163 Version/11.00
7f5ee789-7de6-4138-bc21-b5788cccc9d8,2025-08-28 03:30:28,/api/v1/user/profile,POST,200,1452,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7 rv:6.0; ja-JP) AppleWebKit/532.43.7 (KHTML, like Gecko) Version/4.0.2 Safari/532.43.7"
a32a2c26-cebe-4ca8-a163-c9882909f951,2026-02-25 05:56:57,/api/v1/user/profile,DELETE,401,1754,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.16.7 (KHTML, like Gecko) Version/4.0.1 Safari/533.16.7"
eca4f503-9a91-42b9-b723-085515236a70,2024-01-18 17:49:55,/api/v1/auth/login,DELETE,200,1791,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.0)
12852bef-ed81-43fb-bf58-da824ec0d155,2026-01-15 10:23:14,/api/v1/user/profile,GET,400,1207,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0)
b6578876-e643-4cf8-bf28-f56b7132fa07,2025-11-29 13:22:24,/api/v1/user/profile,DELETE,200,1153,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.20.1 (KHTML, like Gecko) Version/5.0 Safari/535.20.1"
5afbd473-7f37-49d8-a09c-569fa938e92a,2024-04-27 00:44:41,/api/v1/orders,PATCH,201,1196,Mozilla/5.0 (Windows CE; oc-FR; rv:1.9.2.20) Gecko/6794-04-11 17:53:56.399811 Firefox/10.0
1e45c2ad-957c-4b74-9ecc-f920d221a355,2025-12-21 10:00:47,/api/v1/user/profile,DELETE,400,1425,"Mozilla/5.0 (Linux; Android 2.3.6) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/49.0.808.0 Safari/536.2"
526e9b5e-5c71-4ded-9e06-9593e8e80f88,2024-09-16 10:28:50,/api/v1/products,PATCH,200,1119,Opera/8.39.(X11; Linux i686; ak-GH) Presto/2.9.182 Version/11.00
ab04f9a5-86d9-4933-a8e4-5068a1c0401a,2025-03-12 13:27:01,/api/v1/cart,PUT,401,894,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.41.4 (KHTML, like Gecko) Version/5.0.1 Safari/533.41.4"
28f1a5fe-2a69-409b-82aa-d32b4b6bb0e3,2025-12-21 11:12:00,/api/v1/products,PUT,400,485,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4 rv:6.0; se-NO) AppleWebKit/535.33.4 (KHTML, like Gecko) Version/4.1 Safari/535.33.4"
7dab11de-5dbd-40f0-946f-b782abbe449d,2024-02-03 13:03:22,/api/v1/cart,POST,200,531,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.30.1 (KHTML, like Gecko) Version/5.0.3 Safari/532.30.1"
0ed19b7d-5f49-4987-b3c7-cf8c7e736c24,2024-05-13 00:28:32,/api/v1/cart,GET,200,1597,Opera/9.14.(Windows NT 5.1; vi-VN) Presto/2.9.181 Version/12.00
6c383b5c-ab40-4491-9cc3-958f1f73ac30,2024-03-26 12:20:32,/api/v1/cart,GET,400,584,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0)
