event_id,view_id,event_type,element_id,event_timestamp
153,400881,hover,btn_add_to_cart,2025-08-01 22:02:32.138878
154,75275,click,link_details,2025-06-04 18:37:52.017134
155,212787,submit,form_login,2025-06-29 07:37:19.110317
156,165144,hover,input_search,2025-05-23 08:02:09.190505
157,374711,submit,input_search,2026-02-01 02:13:45.268516
158,451308,scroll,form_login,2025-09-04 13:27:36.552240
159,245022,submit,btn_add_to_cart,2025-07-27 06:29:38.966168
160,259738,hover,btn_add_to_cart,2025-04-07 16:00:18.045101
161,52310,click,nav_menu,2025-10-03 13:11:22.166910
162,302491,hover,link_details,2025-03-02 18:19:48.580317
163,97634,scroll,form_login,2025-07-05 08:17:23.333545
164,105865,submit,btn_add_to_cart,2025-04-17 01:04:36.774629
165,149845,hover,input_search,2025-11-29 09:19:02.040299
166,338608,hover,input_search,2026-02-08 12:31:11.275832
167,303368,submit,input_search,2026-02-08 19:00:46.111534
168,168874,hover,btn_add_to_cart,2025-09-29 05:02:24.073526
169,481274,scroll,img_hero,2025-08-18 14:55:22.147971
170,176335,hover,img_hero,2025-06-09 09:58:44.255178
171,398030,click,btn_add_to_cart,2025-08-08 09:46:45.727880
172,269860,click,img_hero,2025-06-03 19:54:01.310973
173,245697,click,input_search,2025-03-15 12:19:58.335884
174,307439,submit,input_search,2025-10-07 13:54:35.028652
175,144096,click,img_hero,2025-04-10 07:29:53.062079
176,235071,hover,btn_add_to_cart,2025-12-30 10:13:03.958924
177,415127,hover,btn_add_to_cart,2025-11-05 16:18:16.495371
178,211884,hover,btn_add_to_cart,2025-12-12 17:12:42.649319
179,135608,scroll,btn_add_to_cart,2025-03-26 00:49:09.529256
180,425482,scroll,btn_add_to_cart,2026-01-03 17:12:14.707805
181,382483,hover,nav_menu,2025-05-15 06:16:31.131072
182,346420,scroll,form_login,2025-04-13 23:01:18.593424
183,441628,submit,link_details,2025-10-01 02:59:55.932318
184,492652,hover,nav_menu,2025-03-27 13:24:24.253928
185,461118,scroll,link_details,2025-05-23 07:39:51.796104
186,285553,submit,link_details,2026-01-13 14:19:07.619395
187,435816,submit,input_search,2025-11-05 10:33:23.212727
188,338960,hover,input_search,2026-01-30 16:40:42.815653
189,286551,submit,form_login,2025-05-31 11:23:28.354044
190,225585,hover,nav_menu,2025-03-31 11:28:07.794647
191,171017,click,img_hero,2026-02-14 11:24:34.361320
192,476838,hover,link_details,2025-03-06 19:03:48.428916
193,399337,hover,link_details,2025-03-01 22:23:54.747584
194,115850,click,img_hero,2025-11-13 02:53:18.758041
195,155754,click,img_hero,2025-09-09 01:14:20.175163
196,489399,hover,form_login,2026-02-03 18:58:11.370834
197,28000,hover,img_hero,2025-04-21 09:41:17.518514
198,162693,click,btn_add_to_cart,2026-01-09 04:17:13.823861
199,447995,hover,form_login,2026-01-27 08:29:51.232046
200,456269,hover,nav_menu,2026-02-18 22:25:39.177030
201,95599,hover,form_login,2025-10-11 13:07:15.632462
202,403768,submit,input_search,2025-07-12 02:42:10.758419
203,318868,hover,btn_add_to_cart,2025-03-21 03:41:59.883836
204,488821,hover,nav_menu,2025-08-19 19:33:19.254196
205,448320,hover,input_search,2025-08-31 07:37:09.848855
206,403072,scroll,link_details,2025-11-16 10:04:42.867684
207,71498,click,form_login,2025-03-26 18:28:47.136582
208,11849,hover,link_details,2025-04-18 21:27:51.043361
209,19025,click,img_hero,2026-01-15 17:34:39.403023
210,69646,scroll,link_details,2025-10-01 00:54:56.366076
211,311731,hover,form_login,2025-08-01 10:06:04.813933
212,72856,submit,link_details,2025-07-26 08:52:54.879335
213,388701,submit,img_hero,2025-10-19 11:27:42.698976
214,250303,click,input_search,2025-05-06 09:24:52.170738
215,240711,click,img_hero,2025-11-09 04:54:25.042259
216,284244,submit,nav_menu,2025-10-09 21:43:46.351924
217,68725,scroll,btn_add_to_cart,2025-12-08 09:38:36.665473
218,337064,hover,img_hero,2025-04-21 17:24:12.411456
219,437183,hover,input_search,2026-02-08 18:00:03.539796
220,499755,scroll,nav_menu,2025-11-18 07:54:13.740292
221,483423,click,form_login,2025-03-27 03:56:13.493579
222,139412,click,link_details,2025-12-26 07:02:41.542892
223,64972,click,form_login,2025-03-13 02:34:07.725058
224,418757,hover,btn_add_to_cart,2025-06-18 01:23:45.556858
225,428098,hover,link_details,2026-01-02 00:33:50.555192
226,168233,hover,img_hero,2025-07-16 01:39:45.504137
227,253305,click,input_search,2025-09-22 09:13:15.209344
228,400251,scroll,img_hero,2025-08-09 14:08:46.782755
229,107697,hover,form_login,2025-10-11 04:26:10.024416
230,451620,scroll,input_search,2025-10-01 10:57:56.737377
231,193580,hover,link_details,2025-09-07 15:34:14.529733
232,12420,click,link_details,2025-09-04 12:16:43.122374
233,482860,hover,nav_menu,2025-10-03 18:23:19.547323
234,211158,hover,link_details,2025-12-19 15:21:12.594581
235,386045,scroll,link_details,2025-10-06 10:23:45.589097
236,211096,submit,img_hero,2025-09-27 01:22:54.643097
237,361125,submit,form_login,2025-12-20 08:03:27.789719
238,404775,scroll,form_login,2025-03-04 21:59:42.802017
239,397533,submit,nav_menu,2026-02-23 03:04:56.310245
240,32193,click,img_hero,2025-04-29 08:46:55.254140
241,367350,hover,form_login,2025-03-16 07:34:37.934089
242,456295,scroll,btn_add_to_cart,2025-03-01 20:10:25.258327
243,367345,click,link_details,2025-05-05 10:42:39.306714
244,13768,hover,input_search,2025-09-03 21:26:51.244442
245,252540,hover,input_search,2025-06-08 16:42:45.302661
246,497196,submit,form_login,2025-08-11 16:01:35.036047
247,366147,submit,btn_add_to_cart,2025-08-19 16:45:04.200208
248,316473,hover,img_hero,2025-04-24 09:09:13.534313
249,368719,hover,img_hero,2025-06-12 05:12:04.689296
250,168473,hover,nav_menu,2025-12-05 19:53:09.429565
251,345981,hover,form_login,2025-12-02 08:00:55.620449
252,1620,click,form_login,2025-12-05 07:12:42.684152
253,494759,hover,btn_add_to_cart,2025-05-10 08:15:07.729662
254,293366,hover,form_login,2025-09-26 10:33:33.318744
255,476278,click,btn_add_to_cart,2025-12-25 21:32:15.913193
256,34019,scroll,btn_add_to_cart,2025-05-09 20:21:43.178914
257,162791,scroll,nav_menu,2025-08-14 14:17:08.432494
258,89812,submit,nav_menu,2026-02-20 19:20:33.224926
259,387504,hover,form_login,2025-11-21 01:59:11.818750
260,432082,submit,img_hero,2025-07-22 17:09:11.557388
261,8600,scroll,input_search,2025-05-15 01:20:02.966697
262,172821,submit,img_hero,2025-05-27 16:09:38.796220
263,56172,submit,btn_add_to_cart,2025-11-29 20:00:40.731947
264,122862,submit,img_hero,2025-12-01 07:26:39.372022
265,184936,submit,link_details,2025-12-10 11:00:59.063878
266,244419,scroll,input_search,2026-02-09 17:44:27.116843
267,337477,hover,btn_add_to_cart,2026-02-02 08:00:20.720694
268,463515,scroll,input_search,2025-09-15 01:26:53.530749
269,53900,hover,nav_menu,2025-06-06 07:28:42.177516
270,428915,hover,input_search,2026-02-23 23:53:35.181246
271,241623,submit,btn_add_to_cart,2025-12-07 06:16:15.146399
272,54192,hover,btn_add_to_cart,2025-07-11 20:14:25.557236
273,189653,hover,btn_add_to_cart,2025-05-15 01:50:09.293737
274,165265,click,nav_menu,2025-06-03 11:04:13.996280
275,82902,click,btn_add_to_cart,2025-04-30 07:42:14.428326
276,246985,submit,link_details,2025-10-08 05:10:35.043238
277,43565,hover,input_search,2026-01-28 08:40:50.727736
278,240677,submit,link_details,2025-09-02 02:49:32.170327
279,268086,click,nav_menu,2025-08-24 04:42:41.477301
280,338288,hover,form_login,2026-01-29 07:56:33.142936
281,317386,submit,img_hero,2025-08-11 08:23:10.418447
282,98142,scroll,nav_menu,2026-01-28 07:54:44.007078
283,144018,submit,btn_add_to_cart,2025-11-26 04:04:03.363039
284,412893,scroll,nav_menu,2025-09-19 06:29:06.833061
285,245891,submit,link_details,2026-01-04 19:12:59.188252
286,193904,hover,form_login,2026-02-01 13:24:30.665265
287,411557,hover,nav_menu,2025-03-27 06:28:11.910928
288,209641,submit,form_login,2025-07-31 09:40:37.295914
289,139149,submit,nav_menu,2025-06-19 06:49:58.755036
290,498116,hover,input_search,2025-03-02 05:15:50.749844
291,211037,click,img_hero,2025-10-18 11:32:02.101043
292,407112,scroll,form_login,2026-01-03 07:59:57.304382
293,56131,click,input_search,2026-01-26 23:08:24.022473
294,63753,click,link_details,2025-04-30 12:04:49.881469
295,101202,hover,img_hero,2025-09-27 12:58:42.187943
296,463834,hover,link_details,2025-09-11 19:06:25.670716
297,138757,submit,link_details,2025-10-08 21:45:36.999521
298,453495,submit,input_search,2025-04-27 04:17:06.361458
299,70857,submit,btn_add_to_cart,2025-09-27 17:01:26.399148
300,346539,submit,btn_add_to_cart,2026-01-21 23:16:13.184120
301,300461,click,link_details,2026-02-26 10:08:40.030983
302,369349,hover,link_details,2025-09-08 03:33:53.080147
303,74806,hover,input_search,2025-10-11 18:40:37.424446
304,15140,scroll,form_login,2025-09-24 13:58:22.712304
305,126041,submit,input_search,2025-08-24 02:59:25.130175
306,138862,hover,img_hero,2025-10-05 10:45:36.588461
307,1560,scroll,img_hero,2026-01-10 12:50:49.996324
308,355214,submit,img_hero,2025-08-06 06:59:52.966014
309,257661,submit,input_search,2026-01-29 03:09:08.073374
310,128626,submit,btn_add_to_cart,2025-05-03 10:29:41.707699
311,295051,click,link_details,2025-06-21 07:16:40.434441
312,7659,scroll,img_hero,2025-06-20 22:42:40.369592
313,80634,hover,img_hero,2025-10-08 13:01:42.988648
314,125557,hover,input_search,2025-04-18 07:09:05.826998
315,8309,submit,form_login,2025-12-03 11:24:06.207788
316,126221,hover,form_login,2025-06-25 21:27:04.823965
317,13279,scroll,btn_add_to_cart,2025-12-06 13:43:57.287632
318,359771,submit,btn_add_to_cart,2025-05-25 19:40:05.576554
319,476334,scroll,input_search,2025-12-29 03:39:06.418075
320,328300,scroll,nav_menu,2025-08-08 18:12:14.398678
321,385766,click,link_details,2025-07-26 22:45:29.131922
322,395042,submit,input_search,2025-08-27 01:33:24.649481
323,343025,click,form_login,2025-11-09 09:39:56.178439
324,411636,hover,link_details,2025-05-24 06:32:57.325248
325,415351,click,link_details,2025-11-14 07:41:54.824504
326,107419,click,btn_add_to_cart,2025-12-27 22:19:23.737437
327,207988,scroll,form_login,2025-05-01 12:38:20.949816
328,449063,hover,btn_add_to_cart,2026-02-19 09:38:42.208750
329,151691,scroll,link_details,2025-10-21 11:10:58.878268
330,466340,scroll,btn_add_to_cart,2025-03-24 19:34:01.458581
331,3933,submit,img_hero,2026-02-21 07:58:56.606133
332,407234,scroll,btn_add_to_cart,2025-07-09 18:17:12.806074
333,172223,hover,link_details,2025-12-06 03:49:46.257917
334,230306,click,link_details,2026-01-04 00:19:06.732254
335,101327,click,link_details,2025-08-25 21:24:24.201150
336,137138,submit,input_search,2025-07-22 12:43:29.857446
337,106613,hover,form_login,2026-02-11 03:53:23.503355
338,1326,hover,nav_menu,2025-09-19 07:00:28.761791
339,120648,hover,input_search,2025-11-04 04:02:10.901713
340,406377,hover,link_details,2025-12-26 10:04:29.967839
341,4151,click,input_search,2025-09-26 06:02:10.507609
342,204107,click,btn_add_to_cart,2025-12-25 15:02:10.831292
343,307602,submit,img_hero,2025-07-20 23:10:17.090452
344,317279,hover,nav_menu,2025-09-08 00:38:16.171521
345,497011,hover,nav_menu,2025-08-21 10:03:11.537080
346,382236,submit,img_hero,2025-11-22 10:16:40.760910
347,113464,submit,input_search,2025-10-10 04:50:23.629876
348,461481,click,input_search,2025-05-20 23:31:52.662198
349,167859,submit,link_details,2025-03-14 22:03:21.919626
350,60041,submit,btn_add_to_cart,2026-01-07 21:50:39.070745
351,172858,click,nav_menu,2025-12-30 19:17:21.642569
352,280596,submit,input_search,2025-09-11 14:00:34.566102
353,213534,hover,nav_menu,2025-03-12 11:47:15.035864
354,405196,submit,input_search,2025-04-29 15:45:34.644780
355,463743,submit,link_details,2025-08-18 19:07:29.272291
356,82517,submit,nav_menu,2025-03-06 01:59:27.571081
357,360421,scroll,form_login,2025-06-30 15:12:26.954959
358,304792,submit,btn_add_to_cart,2026-01-28 11:04:12.790828
359,77791,scroll,nav_menu,2025-09-13 18:53:46.542793
360,41055,submit,nav_menu,2025-09-20 18:20:08.239795
361,121131,submit,btn_add_to_cart,2025-03-09 04:54:50.956014
362,445063,hover,link_details,2025-03-23 10:04:30.733110
363,301751,scroll,input_search,2025-03-05 00:26:09.990157
364,438735,submit,link_details,2025-06-15 14:36:36.364279
365,467461,hover,nav_menu,2025-08-31 19:51:51.401704
366,81835,scroll,form_login,2026-01-25 01:25:44.575261
367,329949,submit,link_details,2025-04-22 07:35:48.077964
368,243038,submit,nav_menu,2025-12-09 18:49:21.454648
369,405121,hover,nav_menu,2025-06-15 23:01:35.074871
370,313222,click,img_hero,2025-03-27 22:42:00.843555
371,298474,submit,nav_menu,2025-04-15 07:24:51.334196
372,154590,hover,form_login,2025-09-28 15:09:13.350234
373,497257,click,img_hero,2026-02-16 23:23:43.020237
374,497000,scroll,nav_menu,2025-04-20 08:59:12.647837
375,245892,submit,nav_menu,2025-05-25 13:37:52.579421
376,47052,click,img_hero,2025-11-08 13:23:31.257041
377,140840,scroll,input_search,2025-04-27 07:51:13.867044
378,373526,click,btn_add_to_cart,2025-03-17 06:29:57.731342
379,37735,submit,form_login,2025-10-06 14:41:25.321994
380,108636,click,input_search,2025-08-24 03:22:46.238853
381,226840,click,btn_add_to_cart,2025-04-29 08:43:13.159436
382,299369,hover,btn_add_to_cart,2025-03-31 00:33:02.469824
383,388642,click,nav_menu,2025-11-18 12:02:36.217831
384,388878,scroll,nav_menu,2025-04-12 01:54:11.713359
385,90414,hover,nav_menu,2025-05-03 10:13:10.156422
386,421780,submit,nav_menu,2025-07-08 23:24:30.922322
387,300445,scroll,img_hero,2025-09-27 14:52:47.237664
388,142668,click,link_details,2025-03-27 00:38:53.245118
389,322187,click,link_details,2025-12-10 23:57:15.635919
390,150877,hover,input_search,2025-06-04 21:45:14.629159
391,160047,hover,btn_add_to_cart,2025-12-07 04:11:58.512346
392,119044,click,nav_menu,2025-08-22 00:49:25.331157
393,458276,hover,input_search,2025-03-13 14:22:06.986658
394,190692,scroll,img_hero,2025-07-22 11:49:26.449878
395,267931,hover,input_search,2025-10-24 12:57:35.373590
396,24932,scroll,input_search,2025-11-27 20:02:19.813342
397,301078,click,link_details,2025-07-24 04:54:57.194335
398,458940,scroll,img_hero,2025-06-26 16:57:07.076466
399,35756,scroll,btn_add_to_cart,2025-05-17 15:40:29.717022
400,280691,click,nav_menu,2025-07-18 06:32:16.539973
401,93525,submit,input_search,2025-08-14 17:51:12.214035
402,398970,click,img_hero,2026-01-29 13:52:35.705425
403,308680,hover,form_login,2025-03-18 08:02:49.153064
404,447283,scroll,input_search,2025-03-07 10:40:12.756976
405,187390,click,link_details,2025-12-03 00:24:12.091359
406,93164,scroll,form_login,2025-12-06 04:08:23.263461
407,14049,scroll,img_hero,2025-04-19 10:40:50.670014
408,101281,scroll,img_hero,2026-02-14 01:30:19.518625
409,174013,scroll,img_hero,2025-03-01 14:04:38.691427
410,292437,click,form_login,2025-10-20 16:54:34.147881
411,432427,hover,link_details,2025-09-29 23:52:39.706199
412,166219,click,link_details,2025-12-02 09:10:47.973006
413,176499,click,link_details,2025-07-07 07:38:26.577826
414,18939,click,input_search,2025-04-11 19:53:42.807611
415,11612,scroll,btn_add_to_cart,2025-03-22 19:23:35.756497
416,55690,hover,form_login,2025-10-19 01:17:38.867287
417,24940,click,link_details,2026-01-19 03:47:36.523661
418,397691,submit,form_login,2026-01-04 22:26:05.269175
419,329347,submit,nav_menu,2025-11-14 22:52:17.704571
420,93412,hover,nav_menu,2025-11-09 22:22:40.367145
421,110975,click,btn_add_to_cart,2025-12-20 20:01:49.959839
422,86993,scroll,img_hero,2026-01-15 15:58:59.874368
423,201274,click,img_hero,2025-08-07 23:06:49.555177
424,162070,scroll,link_details,2025-09-19 20:11:19.790125
425,157024,hover,nav_menu,2025-11-16 16:48:46.969028
426,291534,click,btn_add_to_cart,2025-08-30 08:09:33.480195
427,305509,submit,form_login,2025-06-07 08:41:43.217073
428,243807,hover,btn_add_to_cart,2025-11-14 22:08:24.160853
429,438581,submit,input_search,2026-02-05 16:01:13.929113
430,171967,click,link_details,2025-08-06 17:14:57.259888
431,309147,hover,input_search,2025-09-27 01:36:09.743002
432,238154,hover,btn_add_to_cart,2025-09-27 01:12:44.055948
433,192986,click,form_login,2025-12-23 11:43:27.400209
434,266589,click,link_details,2025-03-30 11:41:55.841961
435,307287,submit,form_login,2025-10-21 06:55:17.979955
436,299099,click,btn_add_to_cart,2026-01-20 13:44:57.030213
437,257837,hover,btn_add_to_cart,2025-03-14 19:20:52.728982
438,430221,scroll,btn_add_to_cart,2025-05-27 22:53:58.500063
439,312579,click,form_login,2026-01-29 19:33:36.643050
440,406891,hover,btn_add_to_cart,2025-09-28 03:56:14.386684
441,198107,submit,input_search,2025-07-26 15:25:54.340698
442,108208,click,input_search,2025-07-27 09:23:54.999347
443,52817,scroll,nav_menu,2026-01-17 16:11:19.672314
444,275494,hover,link_details,2025-05-01 07:46:59.009737
445,407321,hover,btn_add_to_cart,2025-11-26 03:56:50.338005
446,423814,scroll,img_hero,2025-08-10 21:14:34.190016
447,89118,click,nav_menu,2025-12-01 03:08:05.734613
448,267767,click,link_details,2025-03-10 10:51:40.686539
449,70636,submit,link_details,2026-02-03 19:18:56.231565
450,253682,hover,btn_add_to_cart,2025-08-31 11:27:42.080529
451,37292,submit,nav_menu,2025-09-15 21:58:56.547665
452,367777,scroll,nav_menu,2025-12-25 19:03:42.306993
453,132402,click,form_login,2025-06-08 10:58:15.518940
454,267242,hover,btn_add_to_cart,2025-11-03 19:47:47.131976
455,234384,scroll,img_hero,2025-08-09 03:53:53.957198
456,64896,submit,form_login,2025-10-28 23:25:18.566972
457,496080,click,link_details,2025-09-08 06:08:29.309834
458,268595,click,link_details,2026-02-25 20:43:21.630124
459,298168,submit,link_details,2025-04-17 16:47:13.337231
460,180406,scroll,input_search,2025-04-08 22:58:52.607948
461,1874,submit,img_hero,2025-08-31 10:38:01.963257
462,29189,click,btn_add_to_cart,2025-11-26 10:09:53.331607
463,40706,hover,link_details,2025-09-17 20:18:37.402607
464,492355,submit,nav_menu,2025-10-11 13:36:29.045569
465,247679,submit,btn_add_to_cart,2025-11-14 17:39:23.807207
466,78354,submit,btn_add_to_cart,2025-03-14 19:51:03.074873
467,51712,submit,btn_add_to_cart,2026-01-11 12:32:40.602084
468,158186,submit,input_search,2026-02-17 21:45:03.886588
469,132137,hover,img_hero,2026-02-23 18:49:39.690210
470,304365,click,input_search,2025-06-19 12:30:33.145425
471,212693,hover,form_login,2025-08-02 19:57:26.530410
472,404400,hover,nav_menu,2025-05-03 21:10:53.498723
473,229679,submit,link_details,2026-01-09 10:23:31.012576
