order_item_id,order_id,prod_id,quantity,unit_price,gross_amount,discount_amount,net_amount
335,147,1670,3,7622.72,22868.16,0.0,22868.16
336,147,3583,3,541.32,1623.96,0.0,1623.96
337,148,220,3,79919.79,239759.37,0.0,239759.37
338,149,5557,1,5025.42,5025.42,0.0,5025.42
339,150,627,3,128907.49,386722.47,0.0,386722.47
340,150,4125,1,3577.39,3577.39,0.0,3577.39
341,150,5675,3,25125.34,75376.02,0.0,75376.02
342,150,3160,2,956.23,1912.46,382.49,1529.97
343,151,3520,1,1308.86,1308.86,0.0,1308.86
344,151,4263,2,13157.79,26315.58,0.0,26315.58
345,151,3753,3,8912.9,26738.7,0.0,26738.7
346,151,5479,2,583.53,1167.06,0.0,1167.06
347,152,1688,2,517.76,1035.52,0.0,1035.52
348,152,2648,3,1901.23,5703.69,0.0,5703.69
349,152,3230,1,1176.33,1176.33,0.0,1176.33
350,153,1079,3,9929.94,29789.82,2978.98,26810.84
351,153,142,3,108710.61,326131.83,0.0,326131.83
352,154,2446,3,3268.25,9804.75,2451.19,7353.56
353,154,5210,3,11094.58,33283.74,0.0,33283.74
354,155,4338,3,1090.64,3271.92,163.6,3108.32
355,155,5237,1,14439.9,14439.9,0.0,14439.9
356,155,938,3,7282.78,21848.34,0.0,21848.34
357,155,2633,3,3259.72,9779.16,0.0,9779.16
358,156,160,2,106794.64,213589.28,0.0,213589.28
359,156,599,1,66488.32,66488.32,0.0,66488.32
360,156,207,1,62365.58,62365.58,15591.4,46774.18
361,157,1774,2,37270.18,74540.36,14908.07,59632.29
362,158,3105,2,1993.31,3986.62,0.0,3986.62
363,158,4175,2,9649.67,19299.34,0.0,19299.34
364,158,3131,2,1849.57,3699.14,0.0,3699.14
365,158,972,3,2239.61,6718.83,0.0,6718.83
366,159,5368,2,13520.32,27040.64,0.0,27040.64
367,159,1721,1,29886.12,29886.12,0.0,29886.12
368,159,5516,3,7601.0,22803.0,0.0,22803.0
369,159,3608,1,1688.67,1688.67,0.0,1688.67
370,160,5027,3,1558.17,4674.51,0.0,4674.51
371,160,4592,3,4177.85,12533.55,0.0,12533.55
372,160,3396,2,1090.51,2181.02,0.0,2181.02
373,160,4440,1,9062.84,9062.84,2265.71,6797.13
374,161,177,3,117508.08,352524.24,0.0,352524.24
375,161,3742,3,1410.39,4231.17,0.0,4231.17
376,161,755,2,47908.72,95817.44,0.0,95817.44
377,161,3421,3,675.16,2025.48,0.0,2025.48
378,162,54,1,89125.05,89125.05,0.0,89125.05
379,162,2698,3,757.98,2273.94,0.0,2273.94
380,162,1049,2,916.78,1833.56,0.0,1833.56
381,162,4137,1,7656.32,7656.32,0.0,7656.32
382,163,225,1,60128.68,60128.68,0.0,60128.68
383,163,5489,1,3298.55,3298.55,329.86,2968.69
384,164,1687,1,24522.93,24522.93,0.0,24522.93
385,164,333,1,98913.89,98913.89,24728.47,74185.42
386,164,4273,3,6966.61,20899.83,0.0,20899.83
387,164,3999,3,5244.47,15733.41,0.0,15733.41
388,165,725,1,67243.38,67243.38,0.0,67243.38
389,165,4124,3,11545.69,34637.07,0.0,34637.07
390,165,2968,1,3110.28,3110.28,0.0,3110.28
391,166,3003,1,1373.24,1373.24,411.97,961.27
392,166,5981,1,2864.87,2864.87,859.46,2005.41
393,167,5957,3,33751.45,101254.35,25313.59,75940.76
394,167,5839,3,9571.95,28715.85,0.0,28715.85
395,167,1202,2,4368.75,8737.5,2621.25,6116.25
396,168,2497,1,1350.82,1350.82,135.08,1215.74
397,168,304,1,51656.8,51656.8,0.0,51656.8
398,168,5940,1,3421.39,3421.39,342.14,3079.25
399,168,5411,3,5396.2,16188.6,809.43,15379.17
400,169,5274,2,148.67,297.34,0.0,297.34
401,169,989,3,2529.53,7588.59,0.0,7588.59
402,169,441,1,45648.99,45648.99,0.0,45648.99
403,170,1208,1,7778.88,7778.88,388.94,7389.94
404,170,1769,3,13909.7,41729.1,0.0,41729.1
405,170,4638,3,5432.15,16296.45,2444.47,13851.98
406,170,2445,1,1476.83,1476.83,221.52,1255.31
407,171,3450,2,927.43,1854.86,0.0,1854.86
408,172,5685,1,34569.28,34569.28,0.0,34569.28
409,172,3207,3,780.07,2340.21,0.0,2340.21
410,172,669,1,76844.25,76844.25,0.0,76844.25
411,172,4309,3,8502.13,25506.39,0.0,25506.39
412,173,2416,2,2278.72,4557.44,0.0,4557.44
413,173,96,2,99925.81,199851.62,0.0,199851.62
414,173,5228,3,5807.9,17423.7,0.0,17423.7
415,174,1774,2,37270.18,74540.36,0.0,74540.36
416,174,827,2,3777.93,7555.86,1133.38,6422.48
417,175,5389,1,12019.71,12019.71,0.0,12019.71
418,175,2162,3,551.82,1655.46,0.0,1655.46
419,175,2510,1,3785.81,3785.81,0.0,3785.81
420,175,2829,1,1764.78,1764.78,0.0,1764.78
421,176,725,1,67243.38,67243.38,0.0,67243.38
422,176,3151,1,394.24,394.24,0.0,394.24
423,176,3753,1,8912.9,8912.9,0.0,8912.9
424,176,2240,1,31680.63,31680.63,0.0,31680.63
425,177,416,1,119766.64,119766.64,0.0,119766.64
426,177,5635,1,5989.42,5989.42,0.0,5989.42
427,177,1350,3,1908.5,5725.5,0.0,5725.5
428,178,2188,2,30769.17,61538.34,0.0,61538.34
429,179,4342,1,9149.88,9149.88,0.0,9149.88
430,179,5053,2,271.64,543.28,0.0,543.28
431,179,3345,3,1559.09,4677.27,0.0,4677.27
432,180,5089,2,1533.86,3067.72,153.39,2914.33
433,180,2014,2,37510.38,75020.76,11253.11,63767.65
434,180,4577,2,7459.3,14918.6,0.0,14918.6
435,181,2589,2,4757.41,9514.82,0.0,9514.82
436,181,1818,3,16789.48,50368.44,5036.84,45331.6
437,182,3900,2,1493.38,2986.76,0.0,2986.76
438,182,2694,1,4893.34,4893.34,0.0,4893.34
439,182,1701,2,39759.19,79518.38,0.0,79518.38
440,182,4593,3,2706.3,8118.9,0.0,8118.9
441,183,297,1,96210.55,96210.55,0.0,96210.55
442,183,870,2,7396.75,14793.5,0.0,14793.5
443,184,4991,2,460.87,921.74,0.0,921.74
444,184,2229,2,17839.45,35678.9,0.0,35678.9
445,184,4913,2,679.51,1359.02,339.76,1019.26
446,184,2332,1,1054.68,1054.68,0.0,1054.68
447,185,1648,2,3555.33,7110.66,0.0,7110.66
448,185,4213,3,12385.77,37157.31,7431.46,29725.85
449,185,2419,3,3198.92,9596.76,0.0,9596.76
450,185,3035,1,1215.15,1215.15,0.0,1215.15
451,186,4378,1,8764.22,8764.22,1314.63,7449.59
452,186,1638,1,5328.02,5328.02,0.0,5328.02
453,187,4595,1,692.15,692.15,0.0,692.15
454,187,5749,3,41153.32,123459.96,6173.0,117286.96
455,188,4028,1,3381.47,3381.47,0.0,3381.47
456,188,3815,3,488.06,1464.18,219.63,1244.55
457,189,4889,3,514.19,1542.57,0.0,1542.57
458,189,986,1,9678.59,9678.59,0.0,9678.59
459,189,2081,2,17175.22,34350.44,0.0,34350.44
460,190,3305,2,531.76,1063.52,0.0,1063.52
461,190,3236,2,394.1,788.2,0.0,788.2
462,190,210,1,42739.85,42739.85,0.0,42739.85
463,191,2754,1,4274.0,4274.0,213.7,4060.3
464,192,676,2,119509.75,239019.5,0.0,239019.5
465,192,500,3,135891.21,407673.63,0.0,407673.63
466,192,814,1,113815.84,113815.84,5690.79,108125.05
467,193,4610,3,6448.33,19344.99,0.0,19344.99
468,193,2182,1,5850.86,5850.86,0.0,5850.86
469,193,4461,3,9004.51,27013.53,0.0,27013.53
470,194,1878,1,16539.02,16539.02,0.0,16539.02
471,194,5585,3,5675.24,17025.72,0.0,17025.72
472,195,3615,3,477.8,1433.4,430.02,1003.38
473,195,3860,2,13163.21,26326.42,0.0,26326.42
474,196,2338,2,1380.39,2760.78,828.23,1932.55
475,196,164,3,87121.77,261365.31,0.0,261365.31
476,196,3743,1,12733.18,12733.18,0.0,12733.18
477,196,4579,1,9779.36,9779.36,0.0,9779.36
478,197,2680,2,1293.25,2586.5,0.0,2586.5
479,197,5993,1,23084.46,23084.46,0.0,23084.46
480,198,3136,3,345.12,1035.36,0.0,1035.36
481,198,3822,1,7899.66,7899.66,0.0,7899.66
482,199,1481,3,8242.61,24727.83,0.0,24727.83
483,199,2363,1,3687.78,3687.78,0.0,3687.78
484,200,2279,2,7980.76,15961.52,0.0,15961.52
485,200,4091,3,7757.22,23271.66,0.0,23271.66
486,201,3128,3,1680.17,5040.51,1008.1,4032.41
487,201,3736,3,11729.89,35189.67,0.0,35189.67
488,201,5622,2,49778.35,99556.7,0.0,99556.7
489,201,4436,2,2987.18,5974.36,0.0,5974.36
490,202,5340,2,10463.42,20926.84,0.0,20926.84
491,202,4920,1,1788.87,1788.87,0.0,1788.87
492,203,642,1,132280.38,132280.38,0.0,132280.38
493,203,5192,1,9107.28,9107.28,0.0,9107.28
494,204,3624,2,549.44,1098.88,0.0,1098.88
495,204,649,3,107272.65,321817.95,0.0,321817.95
496,204,5733,1,44616.57,44616.57,0.0,44616.57
497,205,4378,2,8764.22,17528.44,0.0,17528.44
498,206,3274,2,1367.54,2735.08,273.51,2461.57
499,206,4786,2,1462.94,2925.88,877.76,2048.12
500,206,572,2,70329.08,140658.16,0.0,140658.16
501,207,1643,2,652.46,1304.92,0.0,1304.92
502,207,2614,1,3381.89,3381.89,0.0,3381.89
503,207,4892,2,1171.3,2342.6,468.52,1874.08
